0.1	0.05	0.01	0.005	0.02	0.04	0.08
0.105296	0.0510623	0.0073257	0.00543386	0.0209039	0.0428566	0.0822082
0.106022	0.0482965	0.00839979	0.00549646	0.0230938	0.0381249	0.0837382
0.105976	0.0492198	0.00994929	0.00552481	0.0172811	0.0438429	0.0865644
0.102327	0.050953	0.0108032	0.00319536	0.0182833	0.0419477	0.0757929
0.100863	0.0437913	0.00859315	0.00316579	0.0205643	0.0491658	0.0822777
0.105841	0.051947	0.0104832	0.00708079	0.0211842	0.0403799	0.0834537
0.110758	0.0531351	0.00889481	0.00966066	0.0216946	0.0387509	0.0778615
0.101465	0.0543965	0.011739	0.00601716	0.021076	0.0413829	0.0805451
0.0987101	0.0479851	0.0143226	0.0062024	0.0204562	0.0424657	0.082462
0.103749	0.0544011	0.00807597	0.00604882	0.0226615	0.0435646	0.0812134
0.108611	0.0498166	0.00926777	0.00822461	0.0191816	0.0467234	0.0810629
0.101392	0.0440916	0.0110962	0.00498328	0.0239201	0.0461497	0.0797741
0.106264	0.0498259	0.0120278	0.00420983	0.0206338	0.0412724	0.0833
0.108522	0.0492753	0.00708898	0.0051909	0.0188559	0.037727	0.0813059
0.101903	0.0508334	0.0114522	0.00565905	0.0225231	0.0401606	0.0782764
0.101868	0.0483781	0.0157753	0.00201441	0.0187497	0.039316	0.0853083
0.101595	0.0513073	0.0113694	0.00827967	0.0183847	0.0406632	0.0807401
0.103799	0.0520959	0.0074046	0.00477408	0.0179814	0.0431738	0.0854022
0.113489	0.0536355	0.0111279	0.00361799	0.018572	0.0417114	0.0873176
0.109876	0.0540947	0.0135939	0.00241274	0.0218925	0.0440497	0.0801477
0.0973092	0.0510687	0.0124845	0.00438484	0.0215489	0.03964	0.080657
0.106072	0.0478675	0.0077487	0.00520348	0.0208727	0.0378952	0.0780395
0.0981801	0.0481245	0.0112154	0.00590612	0.0202057	0.0476002	0.080628
0.0997899	0.0482897	0.0103622	0.00538016	0.0205927	0.0417128	0.0802475
0.102741	0.054109	0.00901601	0.00769773	0.022508	0.0367847	0.0883994
0.102168	0.0502543	0.0124382	0.00334689	0.0208856	0.039096	0.0782609
0.107673	0.0493408	0.0105666	0.00537255	0.0224474	0.0365945	0.0806699
0.107768	0.0593463	0.0100342	0.00488067	0.0212822	0.0381223	0.0793928
0.10451	0.0485853	0.0138969	0.00414271	0.0213878	0.0459631	0.0879613
0.0975924	0.0518365	0.00999513	0.00370145	0.0187061	0.0480705	0.083692
0.0986651	0.054252	0.0112589	0.00614416	0.0172123	0.0420129	0.075205
0.100885	0.0468696	0.0117704	0.00652579	0.0210378	0.0463459	0.0852655
0.106553	0.0477384	0.0104597	0.00774661	0.0185255	0.0442309	0.0803739
0.0999404	0.0552973	0.0123475	0.00614247	0.0186248	0.0474641	0.0904647
0.103123	0.0555773	0.0114904	0.00733782	0.0206928	0.0428808	0.0821709
0.0995216	0.0494856	0.00985537	0.00963988	0.0194898	0.0430095	0.0813834
0.0997498	0.0535854	0.0118044	0.00674427	0.0215327	0.0362726	0.0835811
0.101383	0.0499689	0.00940859	0.00846767	0.0178199	0.0391991	0.0807383
0.10078	0.0462647	0.00797295	0.00651079	0.0252805	0.0429237	0.0794191
0.0995728	0.0454177	0.0115545	0.00777201	0.017331	0.0383375	0.0863432
0.104138	0.0510903	0.00806896	0.00796119	0.0172345	0.0438813	0.0759321
0.105912	0.0471284	0.0132535	0.00716036	0.0243651	0.0412967	0.0810036
0.103571	0.0517582	0.0088153	0.00583945	0.0205347	0.043901	0.0764486
0.102928	0.0478789	0.0126504	0.00637925	0.0204613	0.038813	0.087499
0.0960371	0.0513829	0.00979369	0.00623309	0.0207093	0.0385513	0.0760351
0.104978	0.0527362	0.0140231	0.0057973	0.0209848	0.0382425	0.0897966
0.104174	0.0529798	0.0133281	0.00846794	0.0211663	0.0391113	0.0799726
0.104513	0.0461034	0.00895864	0.00502062	0.017607	0.0409939	0.0847072
0.0971018	0.0505323	0.0112239	0.00619919	0.0204333	0.0422524	0.0851043
0.0996016	0.0527976	0.0114695	0.00661916	0.0239504	0.0360091	0.0854358
0.106108	0.0536969	0.0105441	0.00544884	0.0217973	0.0418036	0.0788894
0.102531	0.0530153	0.012342	0.00730005	0.0242819	0.0381365	0.0863712
0.0953264	0.0519062	0.014099	0.00559923	0.0203508	0.0382199	0.0809619
0.105703	0.05402	0.00700934	0.00671621	0.0196202	0.0435228	0.0798847
0.104588	0.054846	0.0114045	0.00471185	0.0182023	0.0445854	0.082824
0.102366	0.0528773	0.013487	0.00594325	0.0176154	0.0459359	0.0791382
0.0984665	0.0508072	0.0124849	0.00799505	0.0181111	0.0385933	0.0800364
0.0980875	0.0509474	0.0112318	0.00586051	0.0211281	0.0417077	0.086199
0.107239	0.0502761	0.0113683	0.00790734	0.0173623	0.0413469	0.0804286
0.10207	0.0540622	0.009942	0.0059998	0.0220513	0.0471765	0.0779096
0.108127	0.047116	0.00682824	0.00700547	0.020762	0.0384345	0.0840668
0.106941	0.0523921	0.00872941	0.00450762	0.0216803	0.0434916	0.0810492
0.0988324	0.0518141	0.0141314	0.00779139	0.0190417	0.0381	0.0838027
0.102	0.0490523	0.0102711	0.00490344	0.0208556	0.0418375	0.0806672
0.103319	0.0506066	0.0112147	0.00435084	0.020844	0.0365822	0.0868779
0.110032	0.0520985	0.00866337	0.00623224	0.0213237	0.0356412	0.0783247
0.101764	0.0513761	0.01275	0.00549502	0.018306	0.0422721	0.0790686
0.104512	0.0492084	0.0114953	0.00705739	0.0204929	0.0404167	0.079459
0.101328	0.0514894	0.0118345	0.00511676	0.0242136	0.0429567	0.0740189
0.098908	0.0476483	0.00917737	0.00882353	0.0222982	0.0381457	0.0813712
0.098736	0.0510718	0.00905685	0.00717738	0.0202465	0.0426249	0.0859826
0.10097	0.0521985	0.00966955	0.00693584	0.0199672	0.0406306	0.0812621
0.103781	0.0491982	0.00901212	0.0053548	0.0221096	0.0444868	0.0812843
0.101636	0.0501203	0.00938402	0.00710455	0.0187048	0.0393965	0.0775269
0.100052	0.0545063	0.0113012	0.00541665	0.019609	0.044339	0.0823474
0.101438	0.0494461	0.0101014	0.00704612	0.0200613	0.0424927	0.0780672
0.098139	0.0484585	0.0129627	0.0020151	0.0204614	0.0417066	0.0793188
0.100464	0.0481501	0.0106663	0.00501449	0.0188199	0.037432	0.0870781
0.111689	0.0530425	0.0156491	0.00676037	0.0216864	0.0386127	0.0817861
0.0946811	0.0510927	0.0105927	0.0081897	0.0193392	0.0412084	0.0819281
0.10337	0.0484708	0.00927908	0.00501281	0.0230547	0.0361781	0.0769733
0.105271	0.0493893	0.00791728	0.00634332	0.0233133	0.0394482	0.085669
0.0986259	0.050807	0.00938833	0.00548603	0.0217443	0.0398015	0.0806638
0.102083	0.0520026	0.0108854	0.0057184	0.0170875	0.037656	0.0766065
0.107988	0.0514113	0.0112397	0.00713647	0.0225255	0.0410309	0.0779687
0.105078	0.0524959	0.0115397	0.00497095	0.0209964	0.0419923	0.0830614
0.105217	0.0540209	0.0107628	0.00767131	0.0211726	0.0379208	0.0826758
0.0958167	0.0522003	0.0107138	0.00418833	0.0196982	0.0466656	0.0833735
0.102926	0.0492864	0.00930194	0.00466944	0.0209514	0.0397286	0.0763955
0.106329	0.0505489	0.00970399	0.00783647	0.0226955	0.0419085	0.0802851
0.101429	0.0517153	0.0104579	0.00341138	0.019796	0.0401186	0.0826188
0.0963432	0.0504906	0.00975952	0.00742712	0.0206237	0.0431526	0.0856887
0.108335	0.0498938	0.0110041	0.00250669	0.0190119	0.040756	0.0806825
0.104933	0.0536379	0.00603072	0.00662124	0.018739	0.036384	0.0777225
0.10446	0.0484705	0.0112289	0.00524275	0.0210589	0.0398925	0.0823939
0.104571	0.0523593	0.0110571	0.00713398	0.0227562	0.044908	0.077107
0.0999059	0.0506701	0.00786189	0.00365043	0.0193005	0.03914	0.076331
0.105431	0.0538364	0.0120692	0.0032591	0.0209949	0.0431327	0.077039
0.110376	0.0592282	0.0131312	0.00589965	0.0194641	0.0402391	0.0794035
0.105267	0.049426	0.0142598	0.0051605	0.0213968	0.0407045	0.0818597
