h2gxe.statin	0.0206807
h2gxe.statin.se	0.00267526
h2gxe.statin.prop	0.061839575390595806
h2gxe.statin.prop.se	0.007999581371009944
h2gxe.cholesterol	0.0108622
h2gxe.cholesterol.se	0.00451491
h2gxe.cholesterol.prop	0.032480227255737466
h2gxe.cholesterol.prop.se	0.013500515810719892
h2gxe.ldl	-0.00946702
h2gxe.ldl.se	0.00454704
h2gxe.ldl.prop	-0.028308350153248115
h2gxe.ldl.prop.se	0.013596591163938103
h2gxe.statin_previous	0.0204292
h2gxe.statin_previous.se	0.0026929
h2gxe.statin_previous.prop	0.06181263653472596
h2gxe.statin_previous.prop.se	0.00814790833338376
