10	100
0.0068519	0.00796012
0.0206616	0.0218164
-0.00804877	-0.00667429
-0.00529938	-0.00400981
-0.00309001	-0.00206992
0.00830181	0.0093026
0.0104207	0.0138313
-0.0192144	-0.0176666
0.0142736	0.0154723
-0.0311004	-0.0299843
-0.00975584	-0.00876182
-0.0138455	-0.0128076
0.00481467	0.0058245
-0.0432421	-0.042191
0.00148137	0.00253327
-0.0193712	-0.0183668
-0.00712863	-0.00553395
0.00624671	0.00713889
0.00214378	0.00304991
-0.0101498	-0.00854558
-0.0337005	-0.0318859
-0.00397894	-0.00292114
-0.00494308	-0.00396875
-0.028493	-0.0269232
-0.0222735	-0.0210806
0.0288019	0.0298646
-0.022831	-0.0217508
0.00337968	0.00517554
-0.00149445	-0.000498962
0.0115531	0.0143557
-0.00286156	-0.000716437
0.0186082	0.0214465
0.00241295	0.0035609
0.0176829	0.0187127
0.0150863	0.0153057
0.019466	0.0207579
0.0126988	0.0139633
-0.0195701	-0.0170226
-0.0146149	-0.0140739
-0.000728549	0.000347745
-0.0142144	-0.0129902
-0.0120869	-0.010018
-0.0202783	-0.0190964
-0.00802615	-0.00699501
0.00253094	0.003422
0.0254329	0.0263946
-0.0219784	-0.0208486
-0.00636423	-0.00550323
-0.0198579	-0.0186585
-0.00828753	-0.00649312
-0.00671021	-0.00525401
0.000930041	0.00198213
-0.00604738	-0.00493655
-0.0250534	-0.0238817
0.0114873	0.0126427
0.0179884	0.0193716
0.0231792	0.0236837
0.0195455	0.0207776
-0.0316799	-0.0305916
-0.0155768	-0.0134127
-0.0165181	-0.0149046
-0.0173992	-0.0164864
-0.0416896	-0.0400221
-0.0220224	-0.0210578
-0.0158123	-0.0148481
-0.0180649	-0.0170803
-0.00975178	-0.00885235
-0.0164525	-0.0156518
-0.0131203	-0.0120747
-0.00383286	-0.00284728
-0.0132258	-0.0120429
-0.0154749	-0.014471
-0.00318987	-0.00124857
0.0155743	0.016563
0.00847385	0.0098886
-0.018369	-0.0164539
-0.00975772	-0.0086094
-0.0323215	-0.0305193
-0.0163978	-0.0153331
0.0256397	0.0264061
-0.00816142	-0.00702596
-0.00336446	-0.00230145
0.0272133	0.0284325
0.0137072	0.0147345
0.0273793	0.0284793
-0.0236873	-0.0228364
0.0145323	0.0151357
-0.00256816	-0.0023583
-0.0417284	-0.0406434
0.0346163	0.035629
-0.0528026	-0.0516722
-0.00461661	-0.00328519
-0.0330649	-0.0313391
0.0150651	0.0160422
-0.0170228	-0.0161442
-0.0321653	-0.0304113
0.00278858	0.00385727
0.0238803	0.0244399
-0.019519	-0.0187721
0.00228766	0.00336377
